N,P,K,resistivitas,suhu,kelembapan,kesehatan_day,urea_bulk,TSP_bulk,KCL_bulk,urea_mat,TSP_mat,KCL_mat
166,20,248,31,32,52,1,0,50,0,0,45.65217391,0
118,21,278,38,29,70,0,17.39130435,47.82608696,0,0,43.47826087,0
209,12,115,90,32,61,1,0,67.39130435,131.6666667,0,63.04347826,111.6666667
296,14,229,2,32,41,0,0,63.04347826,0,0,58.69565217,0
187,29,169,54,32,67,0,0,30.43478261,41.66666667,0,26.08695652,21.66666667
115,17,270,66,31,56,1,23.91304348,56.52173913,0,6.52173913,52.17391304,0
184,14,101,30,26,59,1,0,63.04347826,155,0,58.69565217,135
239,32,167,57,33,59,0,0,23.91304348,45,0,19.56521739,25
245,14,169,63,33,45,1,0,63.04347826,41.66666667,0,58.69565217,21.66666667
223,30,197,33,26,47,1,0,28.26086957,0,0,23.91304348,0
216,33,260,46,31,40,1,0,21.73913043,0,0,17.39130435,0
104,30,113,33,31,47,1,47.82608696,28.26086957,135,30.43478261,23.91304348,115
210,15,299,64,34,69,0,0,60.86956522,0,0,56.52173913,0
175,27,116,19,25,65,1,0,34.7826087,130,0,30.43478261,110
285,30,190,19,25,44,0,0,28.26086957,6.666666667,0,23.91304348,0
175,19,252,49,25,53,0,0,52.17391304,0,0,47.82608696,0
297,30,197,19,26,55,1,0,28.26086957,0,0,23.91304348,0
208,16,232,43,31,66,0,0,58.69565217,0,0,54.34782609,0
300,8,202,73,29,48,1,0,76.08695652,0,0,71.73913043,0
234,13,271,70,27,64,1,0,65.2173913,0,0,60.86956522,0
171,26,257,30,31,54,1,0,36.95652174,0,0,32.60869565,0
280,12,141,45,25,47,0,0,67.39130435,88.33333333,0,63.04347826,68.33333333
294,11,224,10,27,53,1,0,69.56521739,0,0,65.2173913,0
266,29,196,62,25,56,0,0,30.43478261,0,0,26.08695652,0
275,19,189,83,33,66,1,0,52.17391304,8.333333333,0,47.82608696,0
113,26,263,40,26,60,0,28.26086957,36.95652174,0,10.86956522,32.60869565,0
201,9,174,86,30,50,1,0,73.91304348,33.33333333,0,69.56521739,13.33333333
222,12,156,87,25,44,0,0,67.39130435,63.33333333,0,63.04347826,43.33333333
165,11,225,79,26,58,0,0,69.56521739,0,0,65.2173913,0
159,22,256,78,33,60,0,0,45.65217391,0,0,41.30434783,0
202,16,287,43,27,55,1,0,58.69565217,0,0,54.34782609,0
155,7,283,24,26,46,1,0,78.26086957,0,0,73.91304348,0
190,23,108,53,29,58,0,0,43.47826087,143.3333333,0,39.13043478,123.3333333
298,7,270,13,25,55,1,0,78.26086957,0,0,73.91304348,0
113,10,176,54,30,54,0,28.26086957,71.73913043,30,10.86956522,67.39130435,10
223,28,212,43,33,50,1,0,32.60869565,0,0,28.26086957,0
128,12,194,43,29,53,1,0,67.39130435,0,0,63.04347826,0
191,21,243,38,28,70,1,0,47.82608696,0,0,43.47826087,0
123,34,300,59,25,47,1,6.52173913,19.56521739,0,0,15.2173913,0
249,12,175,55,27,68,1,0,67.39130435,31.66666667,0,63.04347826,11.66666667
271,30,280,69,30,52,1,0,28.26086957,0,0,23.91304348,0
112,23,111,40,29,54,1,30.43478261,43.47826087,138.3333333,13.04347826,39.13043478,118.3333333
165,9,288,92,33,40,1,0,73.91304348,0,0,69.56521739,0
283,34,167,2,29,43,0,0,19.56521739,45,0,15.2173913,25
251,16,113,65,26,58,0,0,58.69565217,135,0,54.34782609,115
280,24,250,69,25,65,1,0,41.30434783,0,0,36.95652174,0
180,11,277,43,32,63,1,0,69.56521739,0,0,65.2173913,0
280,27,296,9,31,49,1,0,34.7826087,0,0,30.43478261,0
161,18,196,48,26,49,0,0,54.34782609,0,0,50,0
191,34,128,57,26,59,1,0,19.56521739,110,0,15.2173913,90
228,30,261,81,27,40,1,0,28.26086957,0,0,23.91304348,0
240,30,215,70,34,49,0,0,28.26086957,0,0,23.91304348,0
263,20,261,15,28,54,1,0,50,0,0,45.65217391,0
143,28,177,61,29,56,0,0,32.60869565,28.33333333,0,28.26086957,8.333333333
167,17,124,80,29,67,1,0,56.52173913,116.6666667,0,52.17391304,96.66666667
239,12,277,79,26,69,0,0,67.39130435,0,0,63.04347826,0
187,7,152,24,26,61,0,0,78.26086957,70,0,73.91304348,50
173,12,246,16,27,55,0,0,67.39130435,0,0,63.04347826,0
141,13,110,23,34,48,0,0,65.2173913,140,0,60.86956522,120
202,18,286,68,28,42,0,0,54.34782609,0,0,50,0
198,29,158,44,32,68,1,0,30.43478261,60,0,26.08695652,40
118,13,102,39,34,52,1,17.39130435,65.2173913,153.3333333,0,60.86956522,133.3333333
287,14,156,92,28,49,1,0,63.04347826,63.33333333,0,58.69565217,43.33333333
208,18,205,24,29,68,0,0,54.34782609,0,0,50,0
133,33,283,36,30,44,0,0,21.73913043,0,0,17.39130435,0
216,9,257,77,30,62,1,0,73.91304348,0,0,69.56521739,0
137,14,272,33,30,44,0,0,63.04347826,0,0,58.69565217,0
208,35,136,84,32,43,0,0,17.39130435,96.66666667,0,13.04347826,76.66666667
233,11,191,7,26,56,0,0,69.56521739,5,0,65.2173913,0
161,17,190,55,30,67,0,0,56.52173913,6.666666667,0,52.17391304,0
190,31,254,26,27,65,1,0,26.08695652,0,0,21.73913043,0
124,18,106,35,32,66,0,4.347826087,54.34782609,146.6666667,0,50,126.6666667
142,28,211,64,29,54,1,0,32.60869565,0,0,28.26086957,0
194,20,225,1,33,60,1,0,50,0,0,45.65217391,0
167,17,193,1,30,64,0,0,56.52173913,1.666666667,0,52.17391304,0
205,15,293,24,29,67,0,0,60.86956522,0,0,56.52173913,0
239,8,109,46,29,43,0,0,76.08695652,141.6666667,0,71.73913043,121.6666667
151,25,274,55,31,44,1,0,39.13043478,0,0,34.7826087,0
105,14,227,36,26,46,1,45.65217391,63.04347826,0,28.26086957,58.69565217,0
143,21,123,32,25,55,1,0,47.82608696,118.3333333,0,43.47826087,98.33333333
193,24,139,80,30,61,1,0,41.30434783,91.66666667,0,36.95652174,71.66666667
112,7,231,15,30,70,0,30.43478261,78.26086957,0,13.04347826,73.91304348,0
122,26,222,17,32,61,0,8.695652174,36.95652174,0,0,32.60869565,0
106,35,121,95,34,42,0,43.47826087,17.39130435,121.6666667,26.08695652,13.04347826,101.6666667
234,33,294,5,32,61,0,0,21.73913043,0,0,17.39130435,0
268,28,185,4,26,44,0,0,32.60869565,15,0,28.26086957,0
137,35,271,78,28,48,0,0,17.39130435,0,0,13.04347826,0
214,25,192,15,32,46,0,0,39.13043478,3.333333333,0,34.7826087,0
209,33,116,78,29,51,0,0,21.73913043,130,0,17.39130435,110
268,32,134,50,25,52,0,0,23.91304348,100,0,19.56521739,80
251,35,213,57,32,63,1,0,17.39130435,0,0,13.04347826,0
217,22,119,97,29,45,1,0,45.65217391,125,0,41.30434783,105
117,10,181,22,32,44,0,19.56521739,71.73913043,21.66666667,2.173913043,67.39130435,1.666666667
264,15,181,1,32,55,0,0,60.86956522,21.66666667,0,56.52173913,1.666666667
152,18,255,58,30,59,0,0,54.34782609,0,0,50,0
166,22,135,89,29,42,1,0,45.65217391,98.33333333,0,41.30434783,78.33333333
295,10,266,14,31,53,0,0,71.73913043,0,0,67.39130435,0
107,11,279,39,33,51,0,41.30434783,69.56521739,0,23.91304348,65.2173913,0
192,29,246,58,30,43,1,0,30.43478261,0,0,26.08695652,0
220,8,129,35,33,51,1,0,76.08695652,108.3333333,0,71.73913043,88.33333333
143,7,145,19,33,58,1,0,78.26086957,81.66666667,0,73.91304348,61.66666667
283,30,133,94,32,53,0,0,28.26086957,101.6666667,0,23.91304348,81.66666667
236,15,166,94,33,66,0,0,60.86956522,46.66666667,0,56.52173913,26.66666667
216,21,258,100,33,56,0,0,47.82608696,0,0,43.47826087,0
207,13,258,26,31,70,0,0,65.2173913,0,0,60.86956522,0
222,20,123,44,25,70,0,0,50,118.3333333,0,45.65217391,98.33333333
100,11,126,65,33,66,1,56.52173913,69.56521739,113.3333333,39.13043478,65.2173913,93.33333333
158,17,248,14,28,67,1,0,56.52173913,0,0,52.17391304,0
172,26,195,77,32,66,0,0,36.95652174,0,0,32.60869565,0
223,7,207,82,28,55,1,0,78.26086957,0,0,73.91304348,0
155,17,276,43,27,48,0,0,56.52173913,0,0,52.17391304,0
240,23,189,40,26,45,1,0,43.47826087,8.333333333,0,39.13043478,0
177,7,252,17,26,46,1,0,78.26086957,0,0,73.91304348,0
273,33,274,55,31,55,0,0,21.73913043,0,0,17.39130435,0
262,13,170,64,26,63,1,0,65.2173913,40,0,60.86956522,20
250,19,145,52,34,49,1,0,52.17391304,81.66666667,0,47.82608696,61.66666667
126,34,159,57,33,53,1,0,19.56521739,58.33333333,0,15.2173913,38.33333333
183,27,265,72,33,50,1,0,34.7826087,0,0,30.43478261,0
169,12,183,64,28,46,1,0,67.39130435,18.33333333,0,63.04347826,0
237,27,247,98,34,65,1,0,34.7826087,0,0,30.43478261,0
254,25,143,72,30,52,0,0,39.13043478,85,0,34.7826087,65
195,26,174,92,32,57,1,0,36.95652174,33.33333333,0,32.60869565,13.33333333
191,26,132,48,26,44,0,0,36.95652174,103.3333333,0,32.60869565,83.33333333
178,11,155,76,28,70,1,0,69.56521739,65,0,65.2173913,45
148,20,101,98,32,62,0,0,50,155,0,45.65217391,135
143,32,291,35,25,50,0,0,23.91304348,0,0,19.56521739,0
221,27,258,39,28,70,1,0,34.7826087,0,0,30.43478261,0
225,15,220,75,28,69,1,0,60.86956522,0,0,56.52173913,0
263,33,226,89,29,45,0,0,21.73913043,0,0,17.39130435,0
287,30,126,60,27,64,0,0,28.26086957,113.3333333,0,23.91304348,93.33333333
265,24,231,15,34,47,1,0,41.30434783,0,0,36.95652174,0
165,18,219,4,29,49,0,0,54.34782609,0,0,50,0
101,13,248,38,25,45,0,54.34782609,65.2173913,0,36.95652174,60.86956522,0
279,7,191,86,33,62,1,0,78.26086957,5,0,73.91304348,0
109,32,199,54,27,50,0,36.95652174,23.91304348,0,19.56521739,19.56521739,0
258,11,284,21,26,49,1,0,69.56521739,0,0,65.2173913,0
251,27,212,67,29,69,0,0,34.7826087,0,0,30.43478261,0
241,26,116,79,33,41,1,0,36.95652174,130,0,32.60869565,110
269,22,168,1,31,66,1,0,45.65217391,43.33333333,0,41.30434783,23.33333333
175,13,277,3,34,50,0,0,65.2173913,0,0,60.86956522,0
104,25,269,57,29,46,0,47.82608696,39.13043478,0,30.43478261,34.7826087,0
272,34,194,40,28,47,1,0,19.56521739,0,0,15.2173913,0
115,27,256,77,30,42,1,23.91304348,34.7826087,0,6.52173913,30.43478261,0
154,30,146,19,29,46,0,0,28.26086957,80,0,23.91304348,60
185,23,142,94,25,44,0,0,43.47826087,86.66666667,0,39.13043478,66.66666667
266,18,206,87,29,45,0,0,54.34782609,0,0,50,0
245,11,133,63,26,40,0,0,69.56521739,101.6666667,0,65.2173913,81.66666667
162,17,172,29,25,44,1,0,56.52173913,36.66666667,0,52.17391304,16.66666667
223,31,265,45,25,62,0,0,26.08695652,0,0,21.73913043,0
297,9,241,94,26,52,1,0,73.91304348,0,0,69.56521739,0
135,19,143,11,32,56,0,0,52.17391304,85,0,47.82608696,65
195,15,139,53,26,56,0,0,60.86956522,91.66666667,0,56.52173913,71.66666667
153,24,225,85,34,51,1,0,41.30434783,0,0,36.95652174,0
210,35,218,98,26,52,0,0,17.39130435,0,0,13.04347826,0
267,11,165,60,26,68,0,0,69.56521739,48.33333333,0,65.2173913,28.33333333
117,20,166,34,27,41,1,19.56521739,50,46.66666667,2.173913043,45.65217391,26.66666667
234,13,282,34,27,52,1,0,65.2173913,0,0,60.86956522,0
114,21,290,14,29,59,1,26.08695652,47.82608696,0,8.695652174,43.47826087,0
155,19,132,2,29,69,0,0,52.17391304,103.3333333,0,47.82608696,83.33333333
125,16,214,81,29,42,0,2.173913043,58.69565217,0,0,54.34782609,0
287,21,198,77,34,69,0,0,47.82608696,0,0,43.47826087,0
134,11,251,19,31,45,1,0,69.56521739,0,0,65.2173913,0
159,30,196,100,26,64,0,0,28.26086957,0,0,23.91304348,0
293,33,281,35,33,48,0,0,21.73913043,0,0,17.39130435,0
199,20,152,25,32,54,1,0,50,70,0,45.65217391,50
193,32,169,56,25,46,0,0,23.91304348,41.66666667,0,19.56521739,21.66666667
108,10,167,58,28,49,1,39.13043478,71.73913043,45,21.73913043,67.39130435,25
173,8,111,67,28,52,1,0,76.08695652,138.3333333,0,71.73913043,118.3333333
247,28,198,38,31,46,1,0,32.60869565,0,0,28.26086957,0
181,26,259,38,30,68,1,0,36.95652174,0,0,32.60869565,0
155,33,251,18,28,58,1,0,21.73913043,0,0,17.39130435,0
183,23,231,77,28,40,0,0,43.47826087,0,0,39.13043478,0
132,12,120,95,34,47,0,0,67.39130435,123.3333333,0,63.04347826,103.3333333
113,14,271,2,26,55,0,28.26086957,63.04347826,0,10.86956522,58.69565217,0
209,10,254,19,33,56,0,0,71.73913043,0,0,67.39130435,0
107,27,279,73,32,67,0,41.30434783,34.7826087,0,23.91304348,30.43478261,0
292,35,282,45,31,64,1,0,17.39130435,0,0,13.04347826,0
211,12,242,15,26,59,1,0,67.39130435,0,0,63.04347826,0
162,7,235,71,33,56,0,0,78.26086957,0,0,73.91304348,0
285,11,136,54,34,66,1,0,69.56521739,96.66666667,0,65.2173913,76.66666667
252,28,248,81,25,40,1,0,32.60869565,0,0,28.26086957,0
241,12,175,98,27,67,0,0,67.39130435,31.66666667,0,63.04347826,11.66666667
137,26,182,32,27,64,0,0,36.95652174,20,0,32.60869565,0
186,32,116,9,30,52,1,0,23.91304348,130,0,19.56521739,110
115,25,247,52,34,56,0,23.91304348,39.13043478,0,6.52173913,34.7826087,0
127,7,300,84,25,44,1,0,78.26086957,0,0,73.91304348,0
188,31,240,68,26,60,0,0,26.08695652,0,0,21.73913043,0
234,17,129,70,32,62,1,0,56.52173913,108.3333333,0,52.17391304,88.33333333
203,13,192,19,32,70,1,0,65.2173913,3.333333333,0,60.86956522,0
263,31,216,6,25,57,0,0,26.08695652,0,0,21.73913043,0
106,8,208,15,30,61,0,43.47826087,76.08695652,0,26.08695652,71.73913043,0
160,27,190,6,32,64,0,0,34.7826087,6.666666667,0,30.43478261,0
298,30,245,75,26,63,0,0,28.26086957,0,0,23.91304348,0
178,33,109,19,27,63,0,0,21.73913043,141.6666667,0,17.39130435,121.6666667
150,33,170,2,27,47,0,0,21.73913043,40,0,17.39130435,20
297,11,234,99,33,48,0,0,69.56521739,0,0,65.2173913,0
167,31,197,58,28,70,0,0,26.08695652,0,0,21.73913043,0
213,28,107,27,31,49,1,0,32.60869565,145,0,28.26086957,125
147,34,142,41,26,48,0,0,19.56521739,86.66666667,0,15.2173913,66.66666667
125,20,241,66,28,44,1,2.173913043,50,0,0,45.65217391,0
261,7,111,86,33,43,1,0,78.26086957,138.3333333,0,73.91304348,118.3333333
222,18,184,2,32,59,0,0,54.34782609,16.66666667,0,50,0
116,34,250,1,25,69,0,21.73913043,19.56521739,0,4.347826087,15.2173913,0
184,35,222,1,26,50,0,0,17.39130435,0,0,13.04347826,0
282,21,242,21,31,52,0,0,47.82608696,0,0,43.47826087,0
147,31,233,67,34,45,0,0,26.08695652,0,0,21.73913043,0
242,34,146,38,33,70,1,0,19.56521739,80,0,15.2173913,60
205,27,261,19,26,52,1,0,34.7826087,0,0,30.43478261,0
236,26,204,24,31,51,0,0,36.95652174,0,0,32.60869565,0
113,15,300,32,33,60,0,28.26086957,60.86956522,0,10.86956522,56.52173913,0
233,24,103,14,33,70,0,0,41.30434783,151.6666667,0,36.95652174,131.6666667
249,33,160,58,34,49,0,0,21.73913043,56.66666667,0,17.39130435,36.66666667
133,9,166,52,27,42,1,0,73.91304348,46.66666667,0,69.56521739,26.66666667
288,13,108,21,31,54,1,0,65.2173913,143.3333333,0,60.86956522,123.3333333
237,31,257,93,31,69,0,0,26.08695652,0,0,21.73913043,0
186,13,147,4,31,68,0,0,65.2173913,78.33333333,0,60.86956522,58.33333333
208,22,138,93,28,60,0,0,45.65217391,93.33333333,0,41.30434783,73.33333333
115,32,133,33,26,43,0,23.91304348,23.91304348,101.6666667,6.52173913,19.56521739,81.66666667
186,8,287,32,31,46,1,0,76.08695652,0,0,71.73913043,0
255,17,238,74,33,44,0,0,56.52173913,0,0,52.17391304,0
177,9,145,67,31,43,1,0,73.91304348,81.66666667,0,69.56521739,61.66666667
110,20,124,93,31,44,1,34.7826087,50,116.6666667,17.39130435,45.65217391,96.66666667
173,20,168,50,30,65,0,0,50,43.33333333,0,45.65217391,23.33333333
227,30,296,37,25,44,1,0,28.26086957,0,0,23.91304348,0
125,21,267,42,32,42,1,2.173913043,47.82608696,0,0,43.47826087,0
257,17,196,79,33,55,1,0,56.52173913,0,0,52.17391304,0
108,29,242,25,28,69,1,39.13043478,30.43478261,0,21.73913043,26.08695652,0
227,10,194,33,31,56,0,0,71.73913043,0,0,67.39130435,0
244,12,112,44,28,51,0,0,67.39130435,136.6666667,0,63.04347826,116.6666667
221,16,271,26,31,45,1,0,58.69565217,0,0,54.34782609,0
157,8,221,45,32,41,0,0,76.08695652,0,0,71.73913043,0
121,10,227,49,26,51,1,10.86956522,71.73913043,0,0,67.39130435,0
267,33,141,35,28,59,1,0,21.73913043,88.33333333,0,17.39130435,68.33333333
108,25,178,31,33,61,1,39.13043478,39.13043478,26.66666667,21.73913043,34.7826087,6.666666667
240,9,185,1,30,52,0,0,73.91304348,15,0,69.56521739,0
130,8,166,80,32,49,0,0,76.08695652,46.66666667,0,71.73913043,26.66666667
177,27,201,47,34,56,0,0,34.7826087,0,0,30.43478261,0
247,8,128,92,33,52,1,0,76.08695652,110,0,71.73913043,90
113,25,231,93,32,47,0,28.26086957,39.13043478,0,10.86956522,34.7826087,0
186,23,271,5,34,66,0,0,43.47826087,0,0,39.13043478,0
156,12,231,69,26,42,0,0,67.39130435,0,0,63.04347826,0
128,33,194,90,25,65,1,0,21.73913043,0,0,17.39130435,0
174,29,283,3,28,66,0,0,30.43478261,0,0,26.08695652,0
215,25,275,81,28,60,0,0,39.13043478,0,0,34.7826087,0
218,15,107,49,33,66,0,0,60.86956522,145,0,56.52173913,125
170,7,117,58,32,69,1,0,78.26086957,128.3333333,0,73.91304348,108.3333333
104,20,194,94,34,47,1,47.82608696,50,0,30.43478261,45.65217391,0
257,14,272,48,29,57,0,0,63.04347826,0,0,58.69565217,0
233,30,227,12,34,44,1,0,28.26086957,0,0,23.91304348,0
274,19,218,91,32,61,0,0,52.17391304,0,0,47.82608696,0
156,21,119,98,28,49,0,0,47.82608696,125,0,43.47826087,105
123,21,219,88,32,59,0,6.52173913,47.82608696,0,0,43.47826087,0
104,27,248,4,33,49,0,47.82608696,34.7826087,0,30.43478261,30.43478261,0
196,20,182,57,31,58,0,0,50,20,0,45.65217391,0
152,27,112,55,33,47,1,0,34.7826087,136.6666667,0,30.43478261,116.6666667
279,15,294,13,34,68,1,0,60.86956522,0,0,56.52173913,0
246,18,230,20,33,67,0,0,54.34782609,0,0,50,0
146,9,205,2,30,64,0,0,73.91304348,0,0,69.56521739,0
253,7,171,22,29,49,0,0,78.26086957,38.33333333,0,73.91304348,18.33333333
150,18,163,15,33,44,0,0,54.34782609,51.66666667,0,50,31.66666667
128,23,228,98,34,66,0,0,43.47826087,0,0,39.13043478,0
138,8,214,80,33,40,0,0,76.08695652,0,0,71.73913043,0
283,31,182,61,30,40,1,0,26.08695652,20,0,21.73913043,0
130,26,185,53,31,70,1,0,36.95652174,15,0,32.60869565,0
236,24,268,97,32,52,1,0,41.30434783,0,0,36.95652174,0
195,33,142,77,30,44,0,0,21.73913043,86.66666667,0,17.39130435,66.66666667
182,25,300,74,32,57,0,0,39.13043478,0,0,34.7826087,0
290,23,182,10,31,41,1,0,43.47826087,20,0,39.13043478,0
145,34,108,15,26,42,0,0,19.56521739,143.3333333,0,15.2173913,123.3333333
152,24,145,42,34,50,0,0,41.30434783,81.66666667,0,36.95652174,61.66666667
236,15,276,60,32,55,1,0,60.86956522,0,0,56.52173913,0
190,26,137,7,28,56,1,0,36.95652174,95,0,32.60869565,75
104,28,172,26,30,48,0,47.82608696,32.60869565,36.66666667,30.43478261,28.26086957,16.66666667
294,19,222,50,31,53,0,0,52.17391304,0,0,47.82608696,0
291,20,118,86,33,48,1,0,50,126.6666667,0,45.65217391,106.6666667
149,29,193,6,28,52,0,0,30.43478261,1.666666667,0,26.08695652,0
145,16,282,23,31,42,0,0,58.69565217,0,0,54.34782609,0
235,23,222,40,32,53,0,0,43.47826087,0,0,39.13043478,0
215,25,219,22,31,59,1,0,39.13043478,0,0,34.7826087,0
175,12,238,53,25,61,0,0,67.39130435,0,0,63.04347826,0
210,16,167,79,27,48,1,0,58.69565217,45,0,54.34782609,25
109,18,277,78,27,42,0,36.95652174,54.34782609,0,19.56521739,50,0
189,29,290,23,28,45,0,0,30.43478261,0,0,26.08695652,0
122,22,296,66,26,41,0,8.695652174,45.65217391,0,0,41.30434783,0
257,14,215,54,27,59,1,0,63.04347826,0,0,58.69565217,0
216,15,175,96,25,51,1,0,60.86956522,31.66666667,0,56.52173913,11.66666667
116,31,125,75,25,58,0,21.73913043,26.08695652,115,4.347826087,21.73913043,95
199,11,282,34,31,68,0,0,69.56521739,0,0,65.2173913,0
114,13,242,53,34,42,1,26.08695652,65.2173913,0,8.695652174,60.86956522,0
234,15,229,68,30,61,1,0,60.86956522,0,0,56.52173913,0
270,21,279,25,26,66,1,0,47.82608696,0,0,43.47826087,0
280,7,171,22,28,54,0,0,78.26086957,38.33333333,0,73.91304348,18.33333333
199,17,101,71,27,54,0,0,56.52173913,155,0,52.17391304,135
204,10,131,35,29,47,1,0,71.73913043,105,0,67.39130435,85
165,27,275,45,25,45,1,0,34.7826087,0,0,30.43478261,0
282,9,121,56,26,67,1,0,73.91304348,121.6666667,0,69.56521739,101.6666667
286,24,141,57,26,50,1,0,41.30434783,88.33333333,0,36.95652174,68.33333333
259,34,272,27,31,55,1,0,19.56521739,0,0,15.2173913,0
167,35,277,4,34,43,0,0,17.39130435,0,0,13.04347826,0
106,18,282,39,34,53,0,43.47826087,54.34782609,0,26.08695652,50,0
188,12,207,100,29,62,1,0,67.39130435,0,0,63.04347826,0
263,34,253,100,33,66,0,0,19.56521739,0,0,15.2173913,0
114,7,121,41,32,67,0,26.08695652,78.26086957,121.6666667,8.695652174,73.91304348,101.6666667
119,16,298,77,30,46,1,15.2173913,58.69565217,0,0,54.34782609,0
188,34,231,24,28,45,0,0,19.56521739,0,0,15.2173913,0
119,12,115,55,29,64,0,15.2173913,67.39130435,131.6666667,0,63.04347826,111.6666667
280,31,159,100,34,69,1,0,26.08695652,58.33333333,0,21.73913043,38.33333333
221,25,102,31,31,54,0,0,39.13043478,153.3333333,0,34.7826087,133.3333333
214,26,155,90,26,57,0,0,36.95652174,65,0,32.60869565,45
242,8,103,55,33,65,0,0,76.08695652,151.6666667,0,71.73913043,131.6666667
201,28,115,60,33,40,1,0,32.60869565,131.6666667,0,28.26086957,111.6666667
235,14,165,81,26,48,1,0,63.04347826,48.33333333,0,58.69565217,28.33333333
179,8,102,9,31,40,0,0,76.08695652,153.3333333,0,71.73913043,133.3333333
180,22,143,84,26,70,0,0,45.65217391,85,0,41.30434783,65
162,12,116,63,33,59,0,0,67.39130435,130,0,63.04347826,110
267,27,275,43,31,60,1,0,34.7826087,0,0,30.43478261,0
218,21,210,70,27,41,1,0,47.82608696,0,0,43.47826087,0
224,32,297,69,28,70,1,0,23.91304348,0,0,19.56521739,0
261,10,129,17,33,62,1,0,71.73913043,108.3333333,0,67.39130435,88.33333333
197,15,258,27,31,57,0,0,60.86956522,0,0,56.52173913,0
298,22,225,47,32,49,0,0,45.65217391,0,0,41.30434783,0
135,35,152,72,32,44,1,0,17.39130435,70,0,13.04347826,50
118,35,138,97,26,46,1,17.39130435,17.39130435,93.33333333,0,13.04347826,73.33333333
142,32,208,70,32,47,0,0,23.91304348,0,0,19.56521739,0
151,11,244,80,25,64,1,0,69.56521739,0,0,65.2173913,0
300,11,112,24,32,45,0,0,69.56521739,136.6666667,0,65.2173913,116.6666667
206,35,139,11,27,42,0,0,17.39130435,91.66666667,0,13.04347826,71.66666667
158,27,171,32,30,40,0,0,34.7826087,38.33333333,0,30.43478261,18.33333333
273,28,256,53,33,49,0,0,32.60869565,0,0,28.26086957,0
278,9,134,23,25,51,1,0,73.91304348,100,0,69.56521739,80
295,10,192,36,25,64,0,0,71.73913043,3.333333333,0,67.39130435,0
196,23,261,57,30,70,1,0,43.47826087,0,0,39.13043478,0
114,33,134,67,30,70,1,26.08695652,21.73913043,100,8.695652174,17.39130435,80
260,11,221,70,34,69,1,0,69.56521739,0,0,65.2173913,0
140,20,168,64,25,44,1,0,50,43.33333333,0,45.65217391,23.33333333
217,7,284,59,27,67,1,0,78.26086957,0,0,73.91304348,0
127,31,275,45,27,54,1,0,26.08695652,0,0,21.73913043,0
254,12,293,45,25,59,1,0,67.39130435,0,0,63.04347826,0
130,14,238,54,27,45,1,0,63.04347826,0,0,58.69565217,0
231,31,136,28,31,66,1,0,26.08695652,96.66666667,0,21.73913043,76.66666667
280,12,167,20,31,45,0,0,67.39130435,45,0,63.04347826,25
153,23,283,50,31,57,0,0,43.47826087,0,0,39.13043478,0
168,24,192,68,28,41,1,0,41.30434783,3.333333333,0,36.95652174,0
143,29,223,1,26,51,1,0,30.43478261,0,0,26.08695652,0
217,14,181,74,27,61,0,0,63.04347826,21.66666667,0,58.69565217,1.666666667
247,35,166,76,31,58,0,0,17.39130435,46.66666667,0,13.04347826,26.66666667
107,23,295,26,27,49,1,41.30434783,43.47826087,0,23.91304348,39.13043478,0
248,21,255,20,30,48,0,0,47.82608696,0,0,43.47826087,0
230,8,271,53,26,53,0,0,76.08695652,0,0,71.73913043,0
252,11,292,86,31,52,1,0,69.56521739,0,0,65.2173913,0
136,24,256,61,33,52,0,0,41.30434783,0,0,36.95652174,0
224,30,141,44,29,61,1,0,28.26086957,88.33333333,0,23.91304348,68.33333333
265,12,221,25,26,61,1,0,67.39130435,0,0,63.04347826,0
268,13,246,36,29,57,0,0,65.2173913,0,0,60.86956522,0
199,21,231,21,31,50,1,0,47.82608696,0,0,43.47826087,0
154,12,209,96,34,50,0,0,67.39130435,0,0,63.04347826,0
216,15,265,90,32,70,0,0,60.86956522,0,0,56.52173913,0
120,25,169,76,28,67,0,13.04347826,39.13043478,41.66666667,0,34.7826087,21.66666667
196,27,107,76,25,48,0,0,34.7826087,145,0,30.43478261,125
221,25,272,6,26,68,0,0,39.13043478,0,0,34.7826087,0
108,28,164,58,33,46,0,39.13043478,32.60869565,50,21.73913043,28.26086957,30
274,21,214,61,29,65,1,0,47.82608696,0,0,43.47826087,0
125,32,133,53,25,69,1,2.173913043,23.91304348,101.6666667,0,19.56521739,81.66666667
255,20,175,42,27,70,1,0,50,31.66666667,0,45.65217391,11.66666667
212,19,125,69,31,51,1,0,52.17391304,115,0,47.82608696,95
253,19,295,73,30,40,1,0,52.17391304,0,0,47.82608696,0
104,22,253,70,27,52,1,47.82608696,45.65217391,0,30.43478261,41.30434783,0
212,15,124,25,26,62,1,0,60.86956522,116.6666667,0,56.52173913,96.66666667
242,27,153,34,30,56,0,0,34.7826087,68.33333333,0,30.43478261,48.33333333
299,17,151,12,28,64,1,0,56.52173913,71.66666667,0,52.17391304,51.66666667
136,8,157,16,30,56,0,0,76.08695652,61.66666667,0,71.73913043,41.66666667
283,29,297,29,25,47,0,0,30.43478261,0,0,26.08695652,0
251,31,258,7,25,67,0,0,26.08695652,0,0,21.73913043,0
141,29,280,72,33,59,0,0,30.43478261,0,0,26.08695652,0
288,26,230,1,32,45,1,0,36.95652174,0,0,32.60869565,0
